Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Ninja Gaiden 3,WiiU,2012,Action,Nintendo,0.14,0.03,0,0.02,0.18,,,,
Hatsune Miku and Future Stars: Project Mirai,3DS,2012,Misc,Sega,0,0,0.18,0,0.18,,,,
Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0,0.02,0.18,74,65,7.1,174
Zumba Fitness Rush,X360,2012,Sports,505 Games,0,0.16,0,0.02,0.18,73,7,6.2,5
LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0,0.03,0.18,64,19,6.8,21
Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.1,0.06,0,0.02,0.18,71,45,5.1,14
Pro Evolution Soccer 2013,3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18,,,,
DiRT Showdown,PS3,2012,Racing,Codemasters,0.02,0.12,0,0.03,0.18,75,27,6.3,43
Transformers: Prime,3DS,2012,Action,Activision,0.13,0.02,0,0.02,0.17,,,,
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,Action,Namco Bandai Games,0,0,0.17,0,0.17,,,,
The Secret World,PC,2012,Role-Playing,Funcom,0.07,0.08,0,0.02,0.17,74,55,8.2,1326
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.05,0.1,0,0.02,0.17,71,13,4.9,368
Country Dance: All Stars,X360,2012,Action,GameMill Entertainment,0.16,0,0,0.01,0.17,,,5.2,5
Anarchy Reigns,X360,2012,Action,Sega,0.12,0.02,0.02,0.01,0.17,73,38,7.9,105
Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,42,40,5,78
Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,0.05,0.09,0,0.03,0.17,72,20,6,29
Angry Birds Trilogy,PS3,2012,Action,Activision,0.12,0.02,0,0.03,0.16,66,8,3.7,20
Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,55,19,7.8,94
Just Dance: Disney Party,X360,2012,Misc,Ubisoft,0.13,0.02,0,0.02,0.16,,,,
The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0,0.13,0,0.02,0.16,73,12,7.5,48
Culdcept,3DS,2012,Misc,Nintendo,0,0,0.16,0,0.16,,,,
Toriko: Gourmet Monsters!,3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.16,0,0.16,,,,
Mugen Souls,PS3,2012,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15,55,24,7.3,35
Naruto: Powerful Shippuden,3DS,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,71,13,5.4,19
Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,0.11,0.03,0,0.01,0.15,77,18,8.9,18
Darksiders II,PC,2012,Action,Nordic Games,0.03,0.1,0,0.02,0.15,81,23,7.8,653
Darksiders II,WiiU,2012,Action,THQ,0.07,0.07,0,0.01,0.15,85,36,8.2,153
The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,0.1,0.04,0,0.01,0.15,,,,
Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,Action,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,
Major League Baseball 2K12,Wii,2012,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,,,,
Deponia,PC,2012,Adventure,Daedalic,0,0.13,0,0.02,0.15,74,33,8.2,307
WWE '13,Wii,2012,Action,THQ,0.11,0.02,0,0.01,0.15,74,4,6,9
Rayman Origins,3DS,2012,Platform,Ubisoft,0.06,0.08,0,0.01,0.15,71,8,6.3,65
F1 2012,PC,2012,Racing,Codemasters,0.01,0.11,0,0.02,0.15,80,15,6.9,115
Skylanders Giants,3DS,2012,Action,Activision,0.12,0.01,0,0.01,0.14,59,9,5,13
Syndicate,PS3,2012,Shooter,EA Games,0.07,0.06,0,0.02,0.14,75,29,6.5,106
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Action,Marvelous Entertainment,0,0,0.14,0,0.14,,,,
Okami,PS3,2012,Action,Capcom,0,0,0.14,0,0.14,,,,
Risen 2: Dark Waters,X360,2012,Role-Playing,Deep Silver,0.05,0.08,0,0.01,0.14,60,18,6,58
The Darkness II,PC,2012,Shooter,Take-Two Interactive,0.1,0.03,0,0.01,0.14,77,20,7.6,448
Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0,0,0.14,0,0.14,63,20,8,22
Farming Simulator 2012,3DS,2012,Action,Excalibur Publishing,0,0.12,0,0.01,0.14,,,,
Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0,0,0.14,0,0.14,,,,
LEGO The Lord of the Rings,DS,2012,Action,Warner Bros. Interactive Entertainment,0,0.12,0,0.01,0.13,,,,
Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.06,0.07,0,0.01,0.13,76,8,6.3,16
Medalot 7,3DS,2012,Action,Rocket Company,0,0,0.13,0,0.13,,,,
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012,Role-Playing,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,
Tales of the Heroes: Twin Brave,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.13,0,0.13,,,,
Euro Truck Simulator 2,PC,2012,Action,SCS Software,0,0.12,0,0.02,0.13,79,17,8.7,992
Transformers: Prime,WiiU,2012,Action,Activision,0.09,0.03,0,0.01,0.13,,,,
Persona 4: Arena,X360,2012,Fighting,Atlus,0.08,0.01,0.03,0.01,0.13,83,21,7.3,60
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,24,8,3.5,21
Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.02,0.02,0.01,0.13,38,58,2.4,92
NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.07,0.04,0,0.01,0.13,85,17,7,43
WipeOut 3 The Game,WiiU,2012,Action,Activision,0.11,0,0,0.01,0.13,,,,
Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12,,,,
Crush3D,3DS,2012,Platform,Sega,0.07,0.04,0,0.01,0.12,71,32,7.4,16
NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,50,32,4.7,47
Sleeping Dogs,PC,2012,Action,Square Enix ,0.06,0.05,0,0.01,0.12,81,23,8.2,1209
Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,Namco Bandai Games,0,0,0.12,0,0.12,,,,
James Bond 007: Legends,WiiU,2012,Shooter,Activision,0.06,0.05,0,0.01,0.12,,,,
Summon Night 3,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12,,,,
Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,0.01,0.1,0,0.01,0.12,,,,
Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.06,0.04,0,0.01,0.12,50,10,5,25
Reality Fighters,PSV,2012,Fighting,Sony Computer Entertainment,0.05,0.05,0,0.02,0.12,54,39,3.8,30
Yakuza,PS3,2012,Action,Sega,0,0,0.11,0,0.11,,,,
Final Fantasy III,PSP,2012,Role-Playing,Square Enix,0,0,0.11,0,0.11,,,8.9,15
Pocket Soccer League: Calciobit,3DS,2012,Sports,Nintendo,0,0,0.11,0,0.11,,,,
Funky Barn,3DS,2012,Simulation,Ubisoft,0.07,0.03,0,0.01,0.11,,,,
Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,0.05,0.05,0,0.01,0.11,71,59,7.7,56
AKB48+Me,3DS,2012,Action,Unknown,0,0,0.11,0,0.11,,,,
My Little Sister Can't Be This Cute Portable,PSP,2012,Action,Namco Bandai Games,0,0,0.11,0,0.11,,,,
[Prototype 2],PC,2012,Action,Activision,0.07,0.03,0,0.01,0.11,76,12,6.4,389
Robotics;Notes,PS3,2012,Adventure,5pb,0,0,0.11,0,0.11,,,,
Warriors Orochi 3,PSP,2012,Action,Ubisoft Annecy,0,0,0.11,0,0.11,,,,
Kuroko's Basketball: Miracle Game,PSP,2012,Sports,Namco Bandai Games,0,0,0.11,0,0.11,,,,
Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0,0.05,0.01,0.11,75,13,7.8,20
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012,Action,Namco Bandai Games,0,0,0.11,0,0.11,,,,
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,Spike,0,0,0.1,0,0.1,,,,
Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0,0,0.1,0,0.1,,,,
Kidou Senshi Gundam UC,PS3,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1,,,,
Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.02,0,0.01,0.1,52,23,6.5,30
Samurai Warriors Chronicles 2nd,3DS,2012,Action,Ubisoft Annecy,0,0,0.1,0,0.1,,,,
NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0,0,0.01,0.1,72,7,3.4,27
Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,0,0,0.1,0,0.1,,,,
All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1,,,,
Tales of Innocence R,PSV,2012,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1,,,,
NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0,0.01,0.1,52,46,5.5,65
Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53,19,7.2,22
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,0,0,0.1,0,0.1,,,,
Sol Trigger,PSP,2012,Role-Playing,Image Epoch,0,0,0.1,0,0.1,,,,
Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.09,0,0,0.01,0.09,71,11,7.9,17
PhotoKano,PSP,2012,Adventure,Kadokawa Shoten,0,0,0.09,0,0.09,,,,
Ouchi Mainichi Tamagotchi,3DS,2012,Action,Namco Bandai Games,0,0,0.09,0,0.09,,,,
Pro Evolution Soccer 2013,Wii,2012,Sports,Konami Digital Entertainment,0,0.03,0.06,0,0.09,,,,
Uta no Prince-Sama: Debut,PSP,2012,Adventure,Broccoli,0,0,0.09,0,0.09,,,,
Major League Baseball 2K12,PSP,2012,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09,,,,
Resident Evil Chronicles HD,PS3,2012,Shooter,Capcom,0,0,0.09,0,0.09,,,,
Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,PSP,2012,Role-Playing,Acquire,0,0,0.09,0,0.09,,,,
Atelier Totori: The Adventurer of Arland,PSV,2012,Role-Playing,Gust,0,0,0.09,0,0.09,,,,
Romance of the Three Kingdoms XII,PS3,2012,Strategy,Tecmo Koei,0,0,0.09,0,0.09,,,,
Jikkyou Powerful Pro Yakyuu 2012,PSV,2012,Action,Konami Digital Entertainment,0,0,0.09,0,0.09,,,,
Lost Heroes,3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.09,0,0.09,,,,
NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0,0,0.01,0.08,76,4,4.5,15
Pro Evolution Soccer 2013,PC,2012,Sports,Konami Digital Entertainment,0,0.07,0,0.01,0.08,80,8,6.9,182
I Am In The Movie,Wii,2012,Simulation,Namco Bandai Games,0,0,0.08,0,0.08,,,,
Warriors Orochi 3 Hyper,WiiU,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,64,18,7.4,31
Akiba's Trip Plus,PSP,2012,Adventure,Acquire,0,0,0.08,0,0.08,,,,
Doraemon: Nobita and the Island of Miracles,3DS,2012,Action,FuRyu,0,0,0.08,0,0.08,,,,
Game of Thrones,PC,2012,Role-Playing,Focus Home Interactive,0,0.07,0,0.01,0.08,58,23,6.5,345
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,Namco Bandai Games,0,0,0.08,0,0.08,,,,
Major League Baseball 2K12,DS,2012,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08,,,,
Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0,0.06,0,0.02,0.08,82,19,8.5,525
Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0,0,0.08,0,0.08,,,,
Rayman Origins,PC,2012,Platform,Ubisoft,0,0.06,0,0.01,0.08,86,11,8.4,337
Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012,Action,Alchemist,0,0,0.08,0,0.08,,,,
Supremacy MMA,PSV,2012,Fighting,505 Games,0.02,0.04,0,0.01,0.07,,,,
AKB1/149: Love Election,PSV,2012,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,,,,
Summon Night 4,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,,,,
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0,0,0.01,0.07,49,24,5.5,6
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012,Adventure,Konami Digital Entertainment,0,0,0.07,0,0.07,,,,
Winning Post 7 2012,PS3,2012,Sports,Ackkstudios,0,0,0.07,0,0.07,,,,
E.X. Troopers,3DS,2012,Shooter,Capcom,0,0,0.07,0,0.07,,,,
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0,0,0.07,0,0.07,,,,
I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,,,,
Lost Heroes,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,,,,
The Legend of Heroes VII: The Trail of Zero,PSV,2012,Role-Playing,Falcom Corporation,0,0,0.07,0,0.07,,,,
Tank! Tank! Tank!,WiiU,2012,Action,Namco Bandai Games,0.02,0.01,0.05,0,0.07,,,,
Fairy Tail: Zelef Kakusei,PSP,2012,Action,Unknown,0,0,0.07,0,0.07,,,,
The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0,0.06,0,0.01,0.07,73,18,8,128
Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0,0.01,0.07,56,23,5.4,43
Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0,0.01,0.07,,,,
Heroes Phantasia,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,,,,
Dark Souls,PC,2012,Role-Playing,Namco Bandai Games,0,0.06,0,0.01,0.07,,,,
Alan Wake,PC,2012,Action,Nordic Games,0,0.06,0,0.01,0.06,83,30,8,1473
Dynasty Warriors Vs,3DS,2012,Action,Ackkstudios,0,0,0.06,0,0.06,,,,
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0,0.06,55,18,7.1,20
Steins;Gate,PS3,2012,Adventure,PQube,0.01,0.02,0.02,0.01,0.06,83,8,8.7,51
Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0,0,0.06,0,0.06,68,36,7.9,31
Zumba Fitness Core,Wii,2012,Misc,505 Games,0,0.06,0,0.01,0.06,,,,
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0,0,0.06,0,0.06,,,,
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,
JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,0.06,0,0,0,0.06,,,,
Smile PreCure! Let's Go! Marchen World,3DS,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,
I Am In The Movie,PSP,2012,Simulation,Namco Bandai Games,0,0,0.06,0,0.06,,,,
Steins;Gate: Hiyoku Renri no Darling,PSP,2012,Action,5pb,0,0,0.06,0,0.06,,,,
All Kamen Rider: Rider Generation 2,PSP,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,
Inversion,X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,53,51,6.5,72
Nendoroid Generation,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,,,,
Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0,0,0.06,54,8,3.5,16
Pro Yaky? Spirits 2012,PSV,2012,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012,Action,Idea Factory,0,0,0.06,0,0.06,,,,
MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0,0.04,0,0.01,0.06,78,39,6.8,123
Girls RPG: Cinderellife,3DS,2012,Role-Playing,Level 5,0,0,0.06,0,0.06,,,,
Fate/Stay Night [Réalta Nua],PSV,2012,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06,,,,
The Lost Chronicles of Zerzura,PC,2012,Adventure,DTP Entertainment,0,0.05,0,0.01,0.05,76,9,6.7,15
Minna no Ennichi,3DS,2012,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,
Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,0,0,0.05,0,0.05,,,,
Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,0,0,0.05,0,0.05,,,,
Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0,0,0.05,0,0.05,,,,
Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,
Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,0,0.04,0,0.01,0.05,,,,
Detective Conan: Prelude from the Past,DS,2012,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,
Zumba Fitness Core,X360,2012,Misc,505 Games,0,0.05,0,0,0.05,77,6,6.7,6
Guild 01,3DS,2012,Action,Level 5,0,0,0.05,0,0.05,,,,
G1 Grand Prix,3DS,2012,Action,Genki,0,0,0.05,0,0.05,,,,
Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0,0,0.05,0,0.05,,,,
E.X. Troopers,PS3,2012,Shooter,Capcom,0,0,0.05,0,0.05,,,,
Test Drive: Ferrari Legends,X360,2012,Racing,Atari,0.04,0,0,0,0.05,,,,
Time Travelers,PSV,2012,Adventure,Level 5,0,0,0.05,0,0.05,,,,
Amnesia Later,PSP,2012,Misc,Idea Factory,0,0,0.05,0,0.05,,,,
Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0,0,0.05,0,0.05,,,,
White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04,,,,
Record of Agarest War: Marriage,PSP,2012,Role-Playing,Compile Heart,0,0,0.04,0,0.04,,,,
Mechanic Escape,PS3,2012,Platform,D3Publisher,0,0,0.04,0,0.04,,,,
Little Battlers eXperience W,PSV,2012,Role-Playing,Level 5,0,0,0.04,0,0.04,,,,
Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.02,0.01,0,0,0.04,,,,
Resident Evil 6,PC,2012,Shooter,Capcom,0,0.04,0,0,0.04,69,18,5.9,868
Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,
Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,,,5.7,15
Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0,0,0,0.04,,,6.3,4
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04,37,5,6.3,4
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,Role-Playing,Spike,0,0,0.04,0,0.04,,,,
Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0.01,0.04,62,19,4.9,22
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Action,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,,,,
Hanaoni: Yume no Tsudzuki,PSP,2012,Action,Idea Factory,0,0,0.04,0,0.04,,,,
Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04,,,,
Sengoku Musou 3 Z Special,PSP,2012,Action,Ackkstudios,0,0,0.04,0,0.04,,,,
Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,0.02,0.01,0,0.01,0.04,,,3.8,8
Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0,0,0.04,0,0.04,,,,
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Role-Playing,Falcom Corporation,0,0,0.04,0,0.04,,,,
Time Travelers,3DS,2012,Adventure,Unknown,0,0,0.04,0,0.04,,,,
Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0,0.03,0,0.01,0.04,48,8,3.8,188
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,
Tokumei Sentai Go-Busters,DS,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,
Hunter x Hunter: Wonder Adventure,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,
Toki no Kizuna: Sekigahara Kitan,PSP,2012,Action,Idea Factory,0,0,0.04,0,0.04,,,,
Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,68,13,6.3,15
Ailu de Puzzle,PSP,2012,Action,Capcom,0,0,0.04,0,0.04,,,,
Sangoku Koi Senki: Otome no Heihou!,PSP,2012,Adventure,Prototype,0,0,0.04,0,0.04,,,,
Detective Conan: Prelude from the Past,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,
The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Deer Drive: Legends,3DS,2012,Action,Maximum Family Games,0.03,0,0,0,0.03,,,,
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,Fields,0,0,0.03,0,0.03,,,,
Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012,Action,Nippon Ichi Software,0,0,0.03,0,0.03,,,,
K-On! After School Live!! HD Ver.,PS3,2012,Action,Sega,0,0,0.03,0,0.03,,,,
Trine 2,WiiU,2012,Platform,Atlus,0,0.03,0,0,0.03,,,,
.hack: Sekai no Mukou ni + Versus,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Accel World: Ginyoku no Kakusei,PS3,2012,Adventure,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Silverlicious,DS,2012,Action,GameMill Entertainment,0.03,0,0,0,0.03,,,,
The Binding of Isaac,PC,2012,Action,Unknown,0,0.03,0,0,0.03,84,30,8.3,1010
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012,Adventure,D3Publisher,0,0,0.03,0,0.03,,,,
Accel World: Ginyoku no Kakusei,PSP,2012,Adventure,Namco Bandai Games,0,0,0.03,0,0.03,,,,
The Walking Dead: Season One,PC,2012,Adventure,Avanquest Software,0,0.03,0,0.01,0.03,,,,
Top Gun: Hard Lock,PS3,2012,Action,505 Games,0,0.02,0,0.01,0.03,,,7.8,11
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,Rising Star Games,0.03,0,0,0,0.03,88,15,8.8,188
Jyuzaengi: Engetsu Sangokuden,PSP,2012,Action,Idea Factory,0,0,0.03,0,0.03,,,,
Rabbids Land,WiiU,2012,Misc,Ubisoft,0.01,0.01,0,0,0.03,52,26,5.2,29
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012,Adventure,ChunSoft,0,0,0.03,0,0.03,,,,
The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0,0.02,0,0,0.03,59,12,5.3,210
Oumagatoki: Kaidan Romance,PSP,2012,Action,Quinrose,0,0,0.03,0,0.03,,,,
NBA 2K13,PC,2012,Sports,Take-Two Interactive,0,0.02,0,0,0.03,90,5,6.8,130
Detective Opera: Milky Holmes 2,PSP,2012,Adventure,BushiRoad,0,0,0.03,0,0.03,,,,
Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0,0,0.03,0,0.03,,,,
Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,Ackkstudios,0,0,0.03,0,0.03,,,,
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Botanicula,PC,2012,Adventure,Daedalic Entertainment,0,0.02,0,0,0.03,82,38,8.3,341
Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,
Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0,0,0.03,0,0.03,,,,
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0,0,0.03,0,0.03,,,,
Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0,0,0.03,0,0.03,,,,
Little Busters! Converted Edition,PSV,2012,Action,Prototype,0,0,0.03,0,0.03,,,,
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,
Heroes of Hellas 2: Olympia,DS,2012,Puzzle,Unknown,0,0.02,0,0,0.03,,,,
Secrets of the Titanic,DS,2012,Action,Avanquest Software,0,0.02,0,0,0.03,,,,
Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0,0.02,0,0,0.03,54,6,6.2,11
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,0,0,0.03,0,0.03,,,,
Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U,0,0.02,0,0,0.02,,,,
The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Captain Morgane and the Golden Turtle,DS,2012,Adventure,Reef Entertainment,0,0.02,0,0,0.02,,,,
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb,0,0,0.02,0,0.02,,,,
Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0,0,0.02,65,11,5.3,4
Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,Kadokawa Shoten,0,0,0.02,0,0.02,,,,
QUIZ PARTY,Wii,2012,Misc,Nintendo,0,0.02,0,0,0.02,,,,
Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0,0.02,0,0,0.02,78,11,8,58
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
